"ID","MB","MGE","IOA","Var","Type","LON","LAT","IOA_cut"
"PE115038",0.16,1.47,0.46,"Tmin","10-years data",-69.4842777777778,-15.3882777777778,"< .5"
"PE115038",-0.04,0.92,0.68,"Tmax","Available data",-69.4842777777778,-15.3882777777778,".6 - .7"
"PE115038",-0.08,1.26,0.55,"Tmax","10-years data",-69.4842777777778,-15.3882777777778,".5 - .6"
"PE115041",0.14,0.76,0.65,"Tmin","Available data",-71.9740861111111,-15.6225944444445,".6 - .7"
"PE115041",0.18,0.93,0.66,"Tmax","Available data",-71.9740861111111,-15.6225944444445,".6 - .7"
"PE115046",0.36,0.72,0.72,"Tmax","Available data",-70.3666388888889,-15.0456666666667,".7 - .8"
"PE115046",0.16,1.05,0.76,"Tmin","Available data",-70.3666388888889,-15.0456666666667,".7 - .8"
"PE115047",0.28,0.83,0.69,"Tmax","Available data",-69.9724722222222,-15.3116666666667,".6 - .7"
"PE115047",0.24,1.26,0.66,"Tmin","Available data",-69.9724722222222,-15.3116666666667,".6 - .7"
"PE115049",0.03,1.03,0.49,"Tmin","Available data",-69.6910555555556,-15.7701944444445,"< .5"
"PE115049",0.27,1.09,0.58,"Tmax","Available data",-69.6910555555556,-15.7701944444445,".5 - .6"
"PE115051",0.19,1.37,0.6,"Tmin","Available data",-70.3395,-15.7994444444445,".6 - .7"
"PE115051",0.21,0.76,0.73,"Tmax","Available data",-70.3395,-15.7994444444445,".7 - .8"
"PE115053",0.23,1.06,0.59,"Tmax","Available data",-69.3555555555556,-15.0166666666667,".5 - .6"
"PE115053",-0.01,1.66,0.61,"Tmin","Available data",-69.3555555555556,-15.0166666666667,".6 - .7"
"PE115084",0.28,0.88,0.58,"Tmax","Available data",-72.7527777777778,-15.1358333333333,".5 - .6"
"PE115084",0.1,0.72,0.63,"Tmin","Available data",-72.7527777777778,-15.1358333333333,".6 - .7"
"PE115085",0.2,0.73,0.74,"Tmax","Available data",-72.3550972222222,-15.5009,".7 - .8"
"PE115085",0.19,0.65,0.73,"Tmin","Available data",-72.3550972222222,-15.5009,".7 - .8"
"PE115086",0.22,1.18,0.63,"Tmin","Available data",-72.3386111111111,-15.2605555555556,".6 - .7"
"PE115086",0.48,1.39,0.53,"Tmax","Available data",-72.3386111111111,-15.2605555555556,".5 - .6"
"PE115089",0.16,0.85,0.5,"Tmin","Available data",-72.1293222222222,-15.5749694444445,".5 - .6"
"PE115089",0.25,1.08,0.56,"Tmax","Available data",-72.1293222222222,-15.5749694444445,".5 - .6"
"PE115090",0.24,0.81,0.72,"Tmax","Available data",-72.106925,-15.7320055555556,".7 - .8"
"PE115090",0.15,0.82,0.67,"Tmin","Available data",-72.106925,-15.7320055555556,".6 - .7"
"PE115101",0.35,0.84,0.7,"Tmax","Available data",-71.3166666666667,-15.35,".7 - .8"
"PE115101",0.24,0.76,0.68,"Tmin","Available data",-71.3166666666667,-15.35,".6 - .7"
"PE115126",0.45,0.93,0.68,"Tmax","Available data",-71.2166944444444,-15.98125,".6 - .7"
"PE115126",0.37,1.17,0.76,"Tmin","Available data",-71.2166944444444,-15.98125,".7 - .8"
"PE115128",0.15,1.15,0.6,"Tmax","Available data",-72.8758333333333,-15.7765,".6 - .7"
"PE115128",0.17,0.78,0.65,"Tmin","Available data",-72.8758333333333,-15.7765,".6 - .7"
"PE115129",0.2,0.93,0.6,"Tmin","Available data",-72.5032222222222,-15.6532222222222,".6 - .7"
"PE115129",0.28,1.06,0.62,"Tmax","Available data",-72.5032222222222,-15.6532222222222,".6 - .7"
"PE115136",-0.37,1.12,0.46,"Tmax","Available data",-74.8292,-15.5678,"< .5"
"PE115136",-0.31,1.08,0.43,"Tmin","Available data",-74.8292,-15.5678,"< .5"
"PE115138",0.26,1.05,0.75,"Tmin","Available data",-70.2078888888889,-15.4441944444445,".7 - .8"
"PE115138",0.36,0.73,0.72,"Tmax","Available data",-70.2078888888889,-15.4441944444445,".7 - .8"
"PE115140",0.02,0.82,0.71,"Tmax","Available data",-70.5992222222222,-15.6939722222222,".7 - .8"
"PE115140",-0.07,1.17,0.75,"Tmin","Available data",-70.5992222222222,-15.6939722222222,".7 - .8"
"PE116003",0.16,0.54,0.76,"Tmax","Available data",-71.5663472222222,-16.4577416666667,".7 - .8"
"PE116003",0.18,0.82,0.7,"Tmin","Available data",-71.5663472222222,-16.4577416666667,".7 - .8"
"PE116005",-0.01,0.79,0.72,"Tmax","Available data",-71.9246361111111,-16.5835861111111,".7 - .8"
"PE116005",-0.02,1.64,0.5,"Tmin","10-years data",-71.9246361111111,-16.5835861111111,".5 - .6"
"PE116005",0.02,1.2,0.63,"Tmin","Available data",-71.9246361111111,-16.5835861111111,".6 - .7"
"PE116005",-0.02,1.26,0.56,"Tmax","10-years data",-71.9246361111111,-16.5835861111111,".5 - .6"
"PE116006",-0.41,1.34,0.53,"Tmin","10-years data",-72.1526555555556,-16.3356527777778,".5 - .6"
"PE116006",-0.01,0.81,0.71,"Tmax","Available data",-72.1526555555556,-16.3356527777778,".7 - .8"
"PE116006",0.08,1.25,0.55,"Tmax","10-years data",-72.1526555555556,-16.3356527777778,".5 - .6"
"PE116006",0,0.98,0.65,"Tmin","Available data",-72.1526555555556,-16.3356527777778,".6 - .7"
"PE116009",0.29,0.98,0.55,"Tmin","Available data",-68.8503333333333,-16.3299166666667,".5 - .6"
"PE116009",0.28,0.77,0.63,"Tmax","Available data",-68.8503333333333,-16.3299166666667,".6 - .7"
"PE116011",-0.03,0.88,0.52,"Tmin","Available data",-73.6941666666667,-16.2283333333333,".5 - .6"
"PE116011",-0.04,1.17,0.46,"Tmax","Available data",-73.6941666666667,-16.2283333333333,"< .5"
"PE116013",-0.02,1.09,0.53,"Tmin","Available data",-72.7015638888889,-16.6403388888889,".5 - .6"
"PE116013",0.01,1.11,0.52,"Tmax","Available data",-72.7015638888889,-16.6403388888889,".5 - .6"
"PE116014",0.7,1.83,0.35,"Tmin","10-years data",-72.4922583333333,-16.0728777777778,"< .5"
"PE116014",0,1.27,0.51,"Tmax","Available data",-72.4922583333333,-16.0728777777778,".5 - .6"
"PE116014",0.05,1.68,0.42,"Tmin","Available data",-72.4922583333333,-16.0728777777778,"< .5"
"PE116014",0.36,1.35,0.47,"Tmax","10-years data",-72.4922583333333,-16.0728777777778,"< .5"
"PE116017",0,0.92,0.66,"Tmin","Available data",-71.5345305555555,-16.4137944444444,".6 - .7"
"PE116017",0.42,1.05,0.58,"Tmax","10-years data",-71.5345305555555,-16.4137944444444,".5 - .6"
"PE116017",0.24,1.09,0.59,"Tmin","10-years data",-71.5345305555555,-16.4137944444444,".5 - .6"
"PE116017",-0.01,0.8,0.69,"Tmax","Available data",-71.5345305555555,-16.4137944444444,".6 - .7"
"PE116021",0.27,0.79,0.72,"Tmax","Available data",-71.18475,-16.6297777777778,".7 - .8"
"PE116022",-0.1,1.25,0.73,"Tmin","Available data",-71.1891027777778,-16.1548194444444,".7 - .8"
"PE116022",-0.05,1.2,0.64,"Tmax","Available data",-71.1891027777778,-16.1548194444444,".6 - .7"
"PE116022",0.13,1.47,0.56,"Tmax","10-years data",-71.1891027777778,-16.1548194444444,".5 - .6"
"PE116022",0.19,2.27,0.53,"Tmin","10-years data",-71.1891027777778,-16.1548194444444,".5 - .6"
"PE116025",-0.04,0.92,0.47,"Tmin","Available data",-70.6957777777778,-16.8118333333333,"< .5"
"PE116026",0.01,1.37,0.65,"Tmax","Available data",-69.7154444444444,-16.7388888888889,".6 - .7"
"PE116026",0.65,3.19,0.54,"Tmin","10-years data",-69.7154444444444,-16.7388888888889,".5 - .6"
"PE116026",0,2.58,0.63,"Tmin","Available data",-69.7154444444444,-16.7388888888889,".6 - .7"
"PE116026",0.87,1.71,0.57,"Tmax","10-years data",-69.7154444444444,-16.7388888888889,".5 - .6"
"PE116027",-0.24,1.07,0.59,"Tmax","10-years data",-69.6403888888889,-16.0599444444444,".5 - .6"
"PE116027",-0.02,0.74,0.71,"Tmax","Available data",-69.6403888888889,-16.0599444444444,".7 - .8"
"PE116027",0.06,1.35,0.6,"Tmin","Available data",-69.6403888888889,-16.0599444444444,".6 - .7"
"PE116027",0.23,1.74,0.5,"Tmin","10-years data",-69.6403888888889,-16.0599444444444,".5 - .6"
"PE116029",0.18,1.04,0.68,"Tmax","Available data",-69.3685555555556,-16.9070277777778,".6 - .7"
"PE116029",0.21,1.54,0.63,"Tmin","Available data",-69.3685555555556,-16.9070277777778,".6 - .7"
"PE116030",0.15,0.76,0.69,"Tmax","Available data",-69.0747222222222,-16.3078333333333,".6 - .7"
"PE116030",0.01,1.02,0.66,"Tmin","Available data",-69.0747222222222,-16.3078333333333,".6 - .7"
"PE116033",0.4,1.68,0.64,"Tmin","Available data",-70.0458888888889,-16.136,".6 - .7"
"PE116033",0.22,0.84,0.72,"Tmax","Available data",-70.0458888888889,-16.136,".7 - .8"
"PE116049",0.11,0.77,0.6,"Tmin","Available data",-70.8785833333333,-16.7497222222222,".6 - .7"
"PE116049",0.36,1.01,0.63,"Tmax","Available data",-70.8785833333333,-16.7497222222222,".6 - .7"
"PE116060",-0.06,0.93,0.65,"Tmax","Available data",-69.0368055555556,-16.5632777777778,".6 - .7"
"PE116060",0.43,1.41,0.62,"Tmin","Available data",-69.0368055555556,-16.5632777777778,".6 - .7"
"PE116061",0.01,0.63,0.7,"Tmax","Available data",-69.4599166666667,-16.2037777777778,".7 - .8"
"PE116061",0.08,0.98,0.64,"Tmin","Available data",-69.4599166666667,-16.2037777777778,".6 - .7"
"PE116061",-0.08,0.86,0.58,"Tmax","10-years data",-69.4599166666667,-16.2037777777778,".5 - .6"
"PE116061",-0.11,1.3,0.53,"Tmin","10-years data",-69.4599166666667,-16.2037777777778,".5 - .6"
"PE117002",0.13,1.1,0.56,"Tmax","10-years data",-70.9326944444445,-17.17875,".5 - .6"
"PE117002",-0.5,1.55,0.42,"Tmin","10-years data",-70.9326944444445,-17.17875,"< .5"
"PE117002",0.04,0.98,0.61,"Tmax","Available data",-70.9326944444445,-17.17875,".6 - .7"
"PE117002",0.01,1.46,0.49,"Tmin","Available data",-70.9326944444445,-17.17875,"< .5"
"PE117003",-0.08,1.31,0.55,"Tmin","10-years data",-70.1926388888889,-17.9745833333333,".5 - .6"
"PE117003",-0.01,0.76,0.69,"Tmax","Available data",-70.1926388888889,-17.9745833333333,".6 - .7"
"PE117003",0,1.04,0.64,"Tmin","Available data",-70.1926388888889,-17.9745833333333,".6 - .7"
"PE117003",-0.22,0.97,0.62,"Tmax","10-years data",-70.1926388888889,-17.9745833333333,".6 - .7"
"PE117005",0,1.12,0.56,"Tmax","Available data",-71.7245388888889,-17.0714694444444,".5 - .6"
"PE117005",0.02,1.35,0.53,"Tmin","Available data",-71.7245388888889,-17.0714694444444,".5 - .6"
"PE117005",0.2,1.45,0.51,"Tmin","10-years data",-71.7245388888889,-17.0714694444444,".5 - .6"
"PE117005",0.35,1.22,0.52,"Tmax","10-years data",-71.7245388888889,-17.0714694444444,".5 - .6"
"PE117006",0.06,1.15,0.54,"Tmax","Available data",-71.5886111111111,-16.9991666666667,".5 - .6"
"PE117006",-0.02,1.31,0.58,"Tmin","Available data",-71.5886111111111,-16.9991666666667,".5 - .6"
"PE117008",-0.16,0.84,0.59,"Tmax","10-years data",-71.3733055555556,-17.6986111111111,".5 - .6"
"PE117008",0.02,0.99,0.57,"Tmin","Available data",-71.3733055555556,-17.6986111111111,".5 - .6"
"PE117008",-0.21,1.14,0.47,"Tmin","10-years data",-71.3733055555556,-17.6986111111111,"< .5"
"PE117008",0.01,0.77,0.61,"Tmax","Available data",-71.3733055555556,-17.6986111111111,".6 - .7"
"PE117010",-0.18,1.22,0.67,"Tmin","Available data",-70.7674722222222,-17.6161111111111,".6 - .7"
"PE117010",-0.14,1.01,0.66,"Tmax","Available data",-70.7674722222222,-17.6161111111111,".6 - .7"
"PE117012",-0.11,0.55,0.71,"Tmax","Available data",-70.9516944444444,-17.8600833333333,".7 - .8"
"PE117012",-0.09,0.65,0.69,"Tmin","Available data",-70.9516944444444,-17.8600833333333,".6 - .7"
"PE117013",0.36,0.96,0.73,"Tmax","Available data",-69.6436111111111,-17.305,".7 - .8"
"PE117013",0.48,2.69,0.65,"Tmin","Available data",-69.6436111111111,-17.305,".6 - .7"
"PE117014",0.29,0.93,0.69,"Tmax","Available data",-70.0430277777778,-17.0790555555556,".6 - .7"
"PE117014",0.35,1.82,0.67,"Tmin","Available data",-70.0430277777778,-17.0790555555556,".6 - .7"
"PE117018",-0.2,1.1,0.52,"Tmax","10-years data",-70.4896111111111,-17.7875833333333,".5 - .6"
"PE117018",-0.01,0.92,0.6,"Tmax","Available data",-70.4896111111111,-17.7875833333333,".6 - .7"
"PE117018",0,1.09,0.58,"Tmin","Available data",-70.4896111111111,-17.7875833333333,".5 - .6"
"PE117018",-0.01,1.34,0.48,"Tmin","10-years data",-70.4896111111111,-17.7875833333333,"< .5"
"PE117020",0.08,0.52,0.84,"Tmin","Available data",-70.0366388888889,-17.4793611111111,".8 - .9"
"PE117033",0.11,1.18,0.6,"Tmin","Available data",-70.1347222222222,-17.3477222222222,".6 - .7"
"PE117037",-0.02,1.21,0.53,"Tmin","Available data",-69.9586388888889,-17.7779444444444,".5 - .6"
"PE117039",0.18,1.03,0.55,"Tmin","Available data",-69.9997222222222,-17.5591666666667,".5 - .6"
"PE117041",0.33,1.55,0.68,"Tmin","Available data",-69.7355,-17.1877222222222,".6 - .7"
"PE117041",0.21,0.96,0.69,"Tmax","Available data",-69.7355,-17.1877222222222,".6 - .7"
"PE117043",0.42,1.59,0.66,"Tmin","Available data",-69.7803888888889,-17.5329166666667,".6 - .7"
"PE117043",0.39,1.16,0.67,"Tmax","Available data",-69.7803888888889,-17.5329166666667,".6 - .7"
"PE118002",-0.03,0.67,0.66,"Tmax","Available data",-70.5241111111111,-18.2067777777778,".6 - .7"
"PE118002",-0.04,1.25,0.64,"Tmin","Available data",-70.5241111111111,-18.2067777777778,".6 - .7"
"PE118004",0,0.61,0.73,"Tmax","Available data",-70.2515277777778,-18.0268888888889,".7 - .8"
"PE118004",0,0.7,0.7,"Tmin","Available data",-70.2515277777778,-18.0268888888889,".7 - .8"
